SCC1 
UTC,PMT5577DN,PD1DN,PMTGV,PMTS,TMP,PMT5577rad,PD1rad,rad_units,
2010-09-17 00:00:03,        1023,         145,        0.74,           1,       36.50,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:00:08,        1023,         142,        0.74,           1,       36.50,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:00:13,        1023,         140,        0.74,           1,       36.50,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:00:18,        1023,         143,        0.74,           1,       36.40,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:00:28,        1023,         158,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:00:33,        1023,         160,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:00:38,        1023,         158,        0.74,           1,       36.30,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:00:43,        1023,         152,        0.74,           1,       36.30,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:00:48,        1023,         145,        0.74,           1,       36.30,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:00:53,        1023,         141,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:00:58,        1023,         145,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:01:08,        1023,         157,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:01:13,        1023,         160,        0.73,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:01:18,        1023,         160,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:01:23,        1023,         154,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:01:28,        1023,         146,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:01:38,        1023,         143,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:01:43,        1023,         152,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:01:48,        1023,         160,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:01:53,        1023,         155,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:01:58,        1023,         145,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:02:03,        1023,         141,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:02:38,        1023,         144,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:02:43,        1023,         141,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:02:48,        1023,         142,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:02:53,        1023,         146,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:02:58,        1023,         152,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:03:08,        1023,         158,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:03:13,        1023,         160,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:03:18,        1023,         160,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:03:23,        1023,         156,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:03:28,        1023,         146,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:03:33,        1023,         141,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:03:43,        1023,         148,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:03:48,        1023,         155,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:03:53,        1023,         158,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:03:58,        1023,         159,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:04:03,        1023,         160,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
2010-09-17 00:04:08,        1023,         161,        0.74,           1,       36.20,      646.51,           0,   uW/m^2*Sr,
