BZN2 
UTC,PMT5577DN,PD1DN,PMTGV,PMTS,TMP,PMT5577rad,PD1rad,rad_units,
2010-06-21 19:35:13,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:35:18,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:35:23,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:35:28,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:35:33,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:35:38,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:35:43,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:35:48,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:35:53,           0,        1023,           0,           0,       33.50,           0,           0,   uW/m^2*Sr,
2010-06-21 19:35:58,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:36:03,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:36:08,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:36:13,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:36:18,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:36:23,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:36:28,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:36:33,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:36:38,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:36:43,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:36:48,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:36:53,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:36:58,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:37:03,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:37:08,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:37:13,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:37:18,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:37:23,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:37:28,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:37:33,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:37:38,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:37:43,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:37:48,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:37:53,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:37:58,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:38:03,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:38:08,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:38:13,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:38:18,           0,        1023,           0,           0,       33.50,           0,           0,   uW/m^2*Sr,
2010-06-21 19:38:23,           0,        1023,           0,           0,       33.50,           0,           0,   uW/m^2*Sr,
2010-06-21 19:38:28,           0,        1023,           0,           0,       33.40,           0,           0,   uW/m^2*Sr,
2010-06-21 19:38:33,           0,        1023,           0,           0,       33.40,           0,           0,   uW/m^2*Sr,
2010-06-21 19:38:38,           0,        1023,           0,           0,       33.50,           0,           0,   uW/m^2*Sr,
2010-06-21 19:38:43,           0,        1023,           0,           0,       33.50,           0,           0,   uW/m^2*Sr,
2010-06-21 19:38:48,           0,        1023,           0,           0,       33.40,           0,           0,   uW/m^2*Sr,
2010-06-21 19:38:53,           0,        1023,           0,           0,       33.50,           0,           0,   uW/m^2*Sr,
2010-06-21 19:38:58,           0,        1023,           0,           0,       33.40,           0,           0,   uW/m^2*Sr,
2010-06-21 19:39:03,           0,        1023,           0,           0,       33.50,           0,           0,   uW/m^2*Sr,
2010-06-21 19:39:08,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:39:13,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:39:18,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:39:23,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:39:28,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:39:33,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:39:38,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:39:43,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:39:48,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:39:53,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:39:58,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:40:03,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:40:08,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:40:13,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:40:18,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:40:23,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:40:28,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:40:33,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
2010-06-21 19:40:38,           0,        1023,           0,           0,       33.60,           0,           0,   uW/m^2*Sr,
