BZN2 
UTC,PMT5577DN,PD1DN,PMTGV,PMTS,TMP,SETTMP,TEPWR,TEDIR,PMT5577rad,PD1rad,rad_units,
2010-06-09 20:20:26,           0,           0,           0,           0,       26.20,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:20:32,           0,           0,        0.04,           1,       26.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:20:38,           0,           0,           0,           0,       26.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:23:49,           0,           0,        0.04,           1,       26.50,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:23:55,           0,           0,           0,           0,       26.50,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:24:01,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:24:07,           0,           0,           0,           0,       26.40,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:24:19,           0,           0,           0,           0,       26.50,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:24:25,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:43:25,           0,           0,        0.04,           1,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:43:31,           0,           0,           0,           0,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:43:37,           0,           0,        0.04,           1,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:43:43,           0,           0,           0,           0,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:43:49,           0,           0,        0.04,           1,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:43:55,           0,           0,           0,           0,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:44:01,           0,           0,        0.04,           1,       25.40,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:44:07,           0,           0,           0,           0,       25.40,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:44:13,           0,           0,        0.04,           1,       25.50,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:44:19,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:44:25,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:44:37,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:44:43,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:44:49,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:44:55,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:45:01,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:45:07,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:45:13,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:45:19,           0,           0,           0,           0,       25.70,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:45:25,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:45:31,           0,           0,           0,           0,       25.80,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 20:45:37,           0,           0,        0.04,           1,       25.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:08:03,           0,           0,           0,           0,       25.20,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:08:08,           0,           0,        0.04,           1,       25.20,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:08:13,           0,           0,           0,           0,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:08:18,           0,           0,        0.04,           1,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:08:23,           0,           0,           0,           0,       25.20,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:08:28,           0,           0,        0.04,           1,       25.20,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:08:33,           0,           0,           0,           0,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:08:38,           0,           0,        0.04,           1,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:08:43,           0,           0,           0,           0,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:08:48,           0,           0,        0.04,           1,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:08:53,           0,           0,           0,           0,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:08:58,           0,           0,        0.04,           1,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:09:03,           0,           0,           0,           0,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:09:08,           0,           0,        0.04,           1,       25.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:09:13,           0,           0,           0,           0,       25.40,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:09:18,           0,           0,        0.04,           1,       25.50,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:09:23,           0,           0,           0,           0,       25.50,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:09:28,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:09:33,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:09:38,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:09:43,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:09:48,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:09:53,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:09:58,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:10:03,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:10:08,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:10:13,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:10:18,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:10:23,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:10:28,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:10:33,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:10:38,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:10:43,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:10:48,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:10:53,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:10:58,           0,           0,        0.04,           1,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:11:03,           0,           0,           0,           0,       25.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:11:08,           0,           0,        0.04,           1,       25.80,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:11:13,           0,           0,           0,           0,       25.80,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:11:18,           0,           0,        0.04,           1,       25.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:11:58,           0,           0,           0,           0,       25.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:12:03,           0,           0,        0.04,           1,          26,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:12:08,           0,           0,           0,           0,       25.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:12:13,           0,           0,        0.04,           1,       25.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:12:18,           0,           0,           0,           0,          26,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:12:23,           0,           0,        0.04,           1,          26,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:12:28,           0,           0,           0,           0,       25.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:12:33,           0,           0,        0.04,           1,       25.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:12:43,           0,           0,        0.04,           1,       25.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:12:53,           0,           0,        0.04,           1,       26.10,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:17:00,           0,           0,           0,           0,       26.20,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:17:05,           0,           0,        0.04,           1,       26.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:17:15,           0,           0,        0.04,           1,       26.50,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:17:20,           0,           0,           0,           0,       26.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:17:25,           0,           0,        0.04,           1,       26.20,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:17:30,           0,           0,           0,           0,       26.20,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:17:35,           0,           0,        0.04,           1,       26.20,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:17:40,           0,           0,           0,           0,       26.20,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:17:45,           0,           0,        0.04,           1,       26.30,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:17:50,           0,           0,           0,           0,       26.20,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:17:55,           0,           0,        0.04,           1,       26.20,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:28:03,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:28:13,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:28:18,           0,           0,        0.04,           1,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:28:23,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:28:28,           0,           0,        0.04,           1,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:28:33,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:28:38,           0,           0,        0.04,           1,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:28:43,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:28:48,           0,           0,        0.04,           1,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:28:53,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:28:58,           0,           0,        0.04,           1,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:29:03,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:29:08,           0,           0,        0.04,           1,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:29:13,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:29:18,           0,           0,        0.04,           1,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:29:23,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:29:28,           0,           0,        0.04,           1,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:29:33,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:29:38,           0,           0,        0.04,           1,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:29:43,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:29:48,           0,           0,        0.04,           1,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:29:53,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:29:58,           0,           0,        0.04,           1,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:30:03,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:30:08,           0,           0,        0.04,           1,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:30:13,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:30:18,           0,           0,        0.04,           1,       27.10,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:30:23,           0,           0,           0,           0,       26.90,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:31:30,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:31:35,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:31:40,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:31:45,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:31:50,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:31:55,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:32:00,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:32:05,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:32:10,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:32:15,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:32:20,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:32:25,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:32:30,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:32:40,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:32:45,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:32:50,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:32:55,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:33:00,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:33:05,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:33:10,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:33:15,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:33:20,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:33:25,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:33:30,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:33:35,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:33:40,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:33:45,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:33:50,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:34:00,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:34:05,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:34:10,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:34:15,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:34:20,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:34:25,           0,           0,        0.04,           1,       26.70,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:34:30,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:34:35,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:34:40,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:34:45,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:34:50,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:34:55,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:35:00,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:35:05,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:35:10,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:40:10,           0,           0,           0,           0,       26.70,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:40:15,           0,           0,        0.04,           1,       26.70,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:40:20,           0,           0,           0,           0,       26.70,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:40:25,           0,           0,        0.04,           1,       26.70,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:40:30,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:40:35,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:40:40,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:40:45,           0,           0,        0.04,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:40:50,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:41:29,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:41:39,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:42:16,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:42:21,           0,           0,        0.20,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:42:26,           0,           0,           0,           0,       26.50,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:42:31,           0,           0,        0.20,           1,       26.70,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:43:15,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:43:20,           0,           0,        0.35,           1,       26.70,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:43:25,           0,           0,           0,           0,       26.70,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:43:30,           0,           0,        0.35,           1,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:43:35,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:43:40,           0,           0,        0.35,           1,       26.70,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
2010-06-09 21:43:45,           0,           0,           0,           0,       26.60,       22.50,           0,           0,           0,           0,   uW/m^2*Sr,
