BCC1 
UTC,PMT5577DN,PD1DN,PD2DN,PMTS,TMP,SETTMP,TEPWR,TEDIR,PMT5577rad,PD1rad,rad_units,
2010-03-10 16:43:47,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 16:44:03,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 16:44:11,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 16:44:16,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 16:48:13,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 16:49:53,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 16:50:11,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 16:57:47,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 16:59:23,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 16:59:30,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:02:29,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:02:44,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:02:54,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:03:25,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:10:45,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:10:58,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:11:06,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:11:14,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:11:20,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:11:34,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:11:37,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:12:03,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:12:12,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:12:19,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:12:34,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:12:44,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:12:52,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:13:01,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:13:08,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:13:22,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:15:24,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:15:56,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:16:03,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:16:14,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:16:36,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:16:44,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:17:04,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:17:17,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:17:26,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:17:39,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
2010-03-10 17:17:47,           0,           0,        1023,           1,        -272,       22.50,           0,           0,       -1.27,           0,   uW/m^2*Sr,
